job_id,title,company,description,location_raw,district,province,salary_raw,salary_min,salary_max,salary_currency,sector,experience_raw,experience_min_years,experience_max_years,experience_level,employment_type,work_mode,date_posted,date_scraped,source,is_graduate_friendly,skills_json,qualifications_json
181,Education Consultant,University of Moratuwa,"We are looking for a Education Consultant to join University of Moratuwa in Colombo. Requirements: BSc, MSc, Leadership. Experience: 7-9 years.",Colombo,Colombo,Western,,,,LKR,Education,7-9 years,7,9,senior,Contract,onsite,2026-03-13,2026-05-14 10:58:36.119004,topjobs,0,"[""BSc"", ""MSc"", ""Leadership""]",[]
182,UI/UX Designer,Wavenet,"We are looking for a UI/UX Designer to join Wavenet in Colombo. Requirements: Linux, JavaScript, React, Git, CI/CD, AWS, MongoDB. Experience: 3-4 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,3-4 years,3,4,mid,Full-time,remote,2025-12-23,2026-05-14 10:58:36.119036,topjobs,0,"[""Linux"", ""JavaScript"", ""React"", ""Git"", ""CI/CD"", ""AWS"", ""MongoDB""]",[]
183,Management Assistant,Ministry of Finance,"We are looking for a Management Assistant to join Ministry of Finance in Kilinochchi. Requirements: Excel, Budgeting, Sinhala, MBA. Experience: 1-4 years.",Kilinochchi,Kilinochchi,Northern,"LKR 146,000 - 178,000",146000.0,178000.0,LKR,Government & Public Sector,1-4 years,1,4,junior,Full-time,onsite,2026-02-14,2026-05-14 10:58:36.119074,linkedin,0,"[""Excel"", ""Budgeting"", ""Sinhala"", ""MBA""]",[]
184,Production Manager,Teejay Lanka,"We are looking for a Production Manager to join Teejay Lanka in Gampaha. Requirements: Quality Control, Supply Chain Management, Excel, Six Sigma, Lean Manufacturing, Production Planning, Procurement, ISO 9001. Experience: Fresh/Entry Level.",Gampaha,Gampaha,Western,"LKR 78,000 - 96,000",78000.0,96000.0,LKR,Apparel & Textile,Fresh/Entry Level,0,3,entry,Full-time,onsite,2026-04-13,2026-05-14 10:58:36.119112,dreamjobs,1,"[""Quality Control"", ""Supply Chain Management"", ""Excel"", ""Six Sigma"", ""Lean Manufacturing"", ""Production Planning"", ""Procurement"", ""ISO 9001""]",[]
185,IE Engineer,Brandix,"We are looking for a IE Engineer to join Brandix in Kurunegala. Requirements: Excel, Lean Manufacturing, Supply Chain Management, Quality Control, ERP, Procurement, ISO 9001. Experience: Fresh/Entry Level.",Kurunegala,Kurunegala,North Western,"LKR 173,000 - 212,000",173000.0,212000.0,LKR,Apparel & Textile,Fresh/Entry Level,0,1,entry,Internship,hybrid,2026-02-13,2026-05-14 10:58:36.119157,dreamjobs,1,"[""Excel"", ""Lean Manufacturing"", ""Supply Chain Management"", ""Quality Control"", ""ERP"", ""Procurement"", ""ISO 9001""]",[]
186,IT Support Engineer,WSO2,"We are looking for a IT Support Engineer to join WSO2 in Colombo. Requirements: Python, AWS, Machine Learning. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,,,,LKR,Information Technology,Fresh/Entry Level,0,3,entry,Internship,hybrid,2026-04-21,2026-05-14 10:58:36.119189,gazette,1,"[""Python"", ""AWS"", ""Machine Learning""]",[]
187,Data Analyst,hSenid Software,"We are looking for a Data Analyst to join hSenid Software in Badulla. Requirements: MongoDB, Azure, Linux, Angular. Experience: 2-3 years.",Badulla,Badulla,Uva,"LKR 384,000 - 470,000",384000.0,470000.0,LKR,Information Technology,2-3 years,2,3,junior,Full-time,onsite,2025-12-03,2026-05-14 10:58:36.119226,topjobs,0,"[""MongoDB"", ""Azure"", ""Linux"", ""Angular""]",[]
188,Cashier Supervisor,Softlogic Retail,"We are looking for a Cashier Supervisor to join Softlogic Retail in Kalutara. Requirements: Leadership, Negotiation, CRM. Experience: 2-5 years.",Kalutara,Kalutara,Western,"LKR 73,000 - 89,000",73000.0,89000.0,LKR,Retail,2-5 years,2,5,junior,Full-time,onsite,2026-01-11,2026-05-14 10:58:36.119263,linkedin,0,"[""Leadership"", ""Negotiation"", ""CRM""]",[]
189,Production Manager,Hirdaramani,"We are looking for a Production Manager to join Hirdaramani in Kandy. Requirements: ERP, Procurement, Production Planning, Six Sigma. Experience: 3-5 years.",Kandy,Kandy,Central,,,,LKR,Apparel & Textile,3-5 years,3,5,mid,Full-time,onsite,2026-04-20,2026-05-14 10:58:36.119313,linkedin,0,"[""ERP"", ""Procurement"", ""Production Planning"", ""Six Sigma""]",[]
190,Data Engineer,Pearson Lanka,"We are looking for a Data Engineer to join Pearson Lanka in Gampaha. Requirements: JavaScript, CI/CD, PostgreSQL. Experience: 3-5 years.",Gampaha,Gampaha,Western,,,,LKR,Information Technology,3-5 years,3,5,mid,Full-time,onsite,2026-01-21,2026-05-14 10:58:36.119345,gazette,0,"[""JavaScript"", ""CI/CD"", ""PostgreSQL""]",[]
191,Category Manager,Fashion Bug,"We are looking for a Category Manager to join Fashion Bug in Trincomalee. Requirements: CRM, Customer Service, Negotiation, Excel. Experience: 5-8 years.",Trincomalee,Trincomalee,Eastern,"LKR 55,000 - 68,000",55000.0,68000.0,LKR,Retail,5-8 years,5,8,senior,Full-time,onsite,2026-02-12,2026-05-14 10:58:36.119382,topjobs,0,"[""CRM"", ""Customer Service"", ""Negotiation"", ""Excel""]",[]
192,Credit Analyst,HNB,"We are looking for a Credit Analyst to join HNB in Colombo. Requirements: ACCA, Compliance, Anti-Money Laundering, Financial Modeling, Banking Operations, Power BI, SQL, IFRS. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,,,,LKR,Banking & Financial Services,Fresh/Entry Level,0,1,entry,Internship,hybrid,2026-02-19,2026-05-14 10:58:36.119415,topjobs,1,"[""ACCA"", ""Compliance"", ""Anti-Money Laundering"", ""Financial Modeling"", ""Banking Operations"", ""Power BI"", ""SQL"", ""IFRS""]",[]
193,Mobile Developer,Enactor,"We are looking for a Mobile Developer to join Enactor in Kurunegala. Requirements: Linux, AWS, JavaScript, REST API, Python, MongoDB, React. Experience: 1-2 years.",Kurunegala,Kurunegala,North Western,,,,LKR,Information Technology,1-2 years,1,2,junior,Full-time,onsite,2026-04-02,2026-05-14 10:58:36.119448,topjobs,0,"[""Linux"", ""AWS"", ""JavaScript"", ""REST API"", ""Python"", ""MongoDB"", ""React""]",[]
194,Public Health Inspector,Durdans Hospital,"We are looking for a Public Health Inspector to join Durdans Hospital in Colombo. Requirements: English, Public Health, GMP, Medical Laboratory, Nursing, Clinical Research. Experience: 1-2 years.",Colombo,Colombo,Western,,,,LKR,Healthcare,1-2 years,1,2,junior,Full-time,onsite,2026-01-06,2026-05-14 10:58:36.119481,dreamjobs,0,"[""English"", ""Public Health"", ""GMP"", ""Medical Laboratory"", ""Nursing"", ""Clinical Research""]",[]
195,Backend Developer,Persistent Systems,"We are looking for a Backend Developer to join Persistent Systems in Colombo. Requirements: Kubernetes, SQL, React, REST API. Experience: 2-3 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,2-3 years,2,3,junior,Contract,remote,2025-11-26,2026-05-14 10:58:36.119512,gazette,0,"[""Kubernetes"", ""SQL"", ""React"", ""REST API""]",[]
196,Content Creator,Lanka Bell,"We are looking for a Content Creator to join Lanka Bell in Kandy. Requirements: Brand Management, CRM, SEO, Content Marketing. Experience: 7-10 years.",Kandy,Kandy,Central,"LKR 139,000 - 170,000",139000.0,170000.0,LKR,Sales & Marketing,7-10 years,7,10,senior,Contract,onsite,2026-02-22,2026-05-14 10:58:36.119548,linkedin,0,"[""Brand Management"", ""CRM"", ""SEO"", ""Content Marketing""]",[]
197,Quantity Surveyor,Access Engineering,"We are looking for a Quantity Surveyor to join Access Engineering in Puttalam. Requirements: AutoCAD, Excel, Quantity Surveyor, Civil Engineering, Project Management, BSc. Experience: 7-8 years.",Puttalam,Puttalam,North Western,,,,LKR,Construction & Engineering,7-8 years,7,8,senior,Contract,onsite,2026-03-09,2026-05-14 10:58:36.119582,gazette,0,"[""AutoCAD"", ""Excel"", ""Quantity Surveyor"", ""Civil Engineering"", ""Project Management"", ""BSc""]",[]
198,Insurance Executive,HNB,"We are looking for a Insurance Executive to join HNB in Colombo. Requirements: Banking Operations, IFRS, Credit Analysis, Compliance, CIMA, Anti-Money Laundering, Financial Modeling, Power BI. Experience: 5-8 years.",Colombo,Colombo,Western,"LKR 208,000 - 254,000",208000.0,254000.0,LKR,Banking & Financial Services,5-8 years,5,8,senior,Full-time,hybrid,2026-04-06,2026-05-14 10:58:36.119619,dreamjobs,0,"[""Banking Operations"", ""IFRS"", ""Credit Analysis"", ""Compliance"", ""CIMA"", ""Anti-Money Laundering"", ""Financial Modeling"", ""Power BI""]",[]
199,Chef,Cinnamon Hotels,"We are looking for a Chef to join Cinnamon Hotels in Kandy. Requirements: English, Hotel Management, Food & Beverage, Front Office, Customer Service, Communication, Event Management. Experience: 5-7 years.",Kandy,Kandy,Central,"LKR 158,000 - 193,000",158000.0,193000.0,LKR,Tourism & Hospitality,5-7 years,5,7,senior,Full-time,onsite,2025-12-10,2026-05-14 10:58:36.119657,dreamjobs,0,"[""English"", ""Hotel Management"", ""Food & Beverage"", ""Front Office"", ""Customer Service"", ""Communication"", ""Event Management""]",[]
200,Medical Officer,WHO Sri Lanka,"We are looking for a Medical Officer to join WHO Sri Lanka in Trincomalee. Requirements: Clinical Research, Medical Laboratory, Public Health, Nursing, Pharmacy. Experience: 3-5 years.",Trincomalee,Trincomalee,Eastern,"LKR 57,000 - 69,000",57000.0,69000.0,LKR,Healthcare,3-5 years,3,5,mid,Contract,onsite,2026-02-07,2026-05-14 10:58:36.119698,topjobs,0,"[""Clinical Research"", ""Medical Laboratory"", ""Public Health"", ""Nursing"", ""Pharmacy""]",[]
201,Category Manager,Abans,"We are looking for a Category Manager to join Abans in Anuradhapura. Requirements: Negotiation, Communication, Customer Service, Leadership, CRM, Excel. Experience: 1-2 years.",Anuradhapura,Anuradhapura,North Central,"LKR 53,000 - 64,000",53000.0,64000.0,LKR,Retail,1-2 years,1,2,junior,Internship,onsite,2026-01-22,2026-05-14 10:58:36.119736,topjobs,1,"[""Negotiation"", ""Communication"", ""Customer Service"", ""Leadership"", ""CRM"", ""Excel""]",[]
202,Plant Manager,Haycarb,"We are looking for a Plant Manager to join Haycarb in Colombo. Requirements: Maintenance Management, Six Sigma, Electrical Engineering, Lean Manufacturing, Mechanical Engineering, Production Planning. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 108,000 - 132,000",108000.0,132000.0,LKR,Manufacturing,Fresh/Entry Level,0,1,entry,Internship,onsite,2026-01-05,2026-05-14 10:58:36.119779,topjobs,1,"[""Maintenance Management"", ""Six Sigma"", ""Electrical Engineering"", ""Lean Manufacturing"", ""Mechanical Engineering"", ""Production Planning""]",[]
203,Front Office Executive,Movenpick Colombo,"We are looking for a Front Office Executive to join Movenpick Colombo in Kandy. Requirements: Front Office, Customer Service, Communication. Experience: 3-6 years.",Kandy,Kandy,Central,"LKR 93,000 - 113,000",93000.0,113000.0,LKR,Tourism & Hospitality,3-6 years,3,6,mid,Full-time,onsite,2026-02-12,2026-05-14 10:58:36.119859,topjobs,0,"[""Front Office"", ""Customer Service"", ""Communication""]",[]
204,Mobile Developer,Wavenet,"We are looking for a Mobile Developer to join Wavenet in Galle. Requirements: Docker, Power BI, Python, Node.js, Git, TypeScript, Scrum, Java. Experience: 5-8 years.",Galle,Galle,Southern,,,,LKR,Information Technology,5-8 years,5,8,senior,Full-time,hybrid,2026-03-26,2026-05-14 10:58:36.119919,linkedin,0,"[""Docker"", ""Power BI"", ""Python"", ""Node.js"", ""Git"", ""TypeScript"", ""Scrum"", ""Java""]",[]
205,School Principal,IIT Sri Lanka,"We are looking for a School Principal to join IIT Sri Lanka in Colombo. Requirements: Critical Thinking, English, MSc, Communication, Leadership. Experience: 3-4 years.",Colombo,Colombo,Western,"LKR 130,000 - 159,000",130000.0,159000.0,LKR,Education,3-4 years,3,4,mid,Full-time,onsite,2026-01-31,2026-05-14 10:58:36.119958,topjobs,0,"[""Critical Thinking"", ""English"", ""MSc"", ""Communication"", ""Leadership""]",[]
206,Research Scientist,Bogawantalawa Tea,"We are looking for a Research Scientist to join Bogawantalawa Tea in Colombo. Requirements: Statistical Analysis, BSc, Excel, Project Management, Quality Control, Communication. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,,,,LKR,Agriculture,Fresh/Entry Level,0,1,entry,Internship,onsite,2026-04-30,2026-05-14 10:58:36.119992,linkedin,1,"[""Statistical Analysis"", ""BSc"", ""Excel"", ""Project Management"", ""Quality Control"", ""Communication""]",[]
207,Relationship Manager,Cargills Bank,"We are looking for a Relationship Manager to join Cargills Bank in Colombo. Requirements: Anti-Money Laundering, Risk Management, Credit Analysis, SAP, Financial Modeling, SQL. Experience: 1-4 years.",Colombo,Colombo,Western,"LKR 144,000 - 176,000",144000.0,176000.0,LKR,Banking & Financial Services,1-4 years,1,4,junior,Full-time,onsite,2025-11-24,2026-05-14 10:58:36.120029,topjobs,0,"[""Anti-Money Laundering"", ""Risk Management"", ""Credit Analysis"", ""SAP"", ""Financial Modeling"", ""SQL""]",[]
208,QA Engineer,Wavenet,"We are looking for a QA Engineer to join Wavenet in Jaffna. Requirements: TypeScript, MongoDB, Angular, REST API. Experience: 7-9 years.",Jaffna,Jaffna,Northern,"LKR 158,000 - 194,000",158000.0,194000.0,LKR,Information Technology,7-9 years,7,9,senior,Full-time,onsite,2026-04-07,2026-05-14 10:58:36.120069,topjobs,0,"[""TypeScript"", ""MongoDB"", ""Angular"", ""REST API""]",[]
209,Credit Analyst,Allianz Lanka,"We are looking for a Credit Analyst to join Allianz Lanka in Colombo. Requirements: Credit Analysis, SAP, Compliance, ACCA, Financial Modeling, Banking Operations. Experience: 2-3 years.",Colombo,Colombo,Western,"LKR 88,000 - 107,000",88000.0,107000.0,LKR,Banking & Financial Services,2-3 years,2,3,junior,Full-time,hybrid,2026-04-26,2026-05-14 10:58:36.120107,linkedin,0,"[""Credit Analysis"", ""SAP"", ""Compliance"", ""ACCA"", ""Financial Modeling"", ""Banking Operations""]",[]
210,Loan Officer,AIA Insurance,"We are looking for a Loan Officer to join AIA Insurance in Colombo. Requirements: SAP, Excel, Financial Modeling, Banking Operations, SQL, Auditing. Experience: 1-2 years.",Colombo,Colombo,Western,"LKR 284,000 - 347,000",284000.0,347000.0,LKR,Banking & Financial Services,1-2 years,1,2,junior,Full-time,onsite,2025-12-31,2026-05-14 10:58:36.120145,gazette,0,"[""SAP"", ""Excel"", ""Financial Modeling"", ""Banking Operations"", ""SQL"", ""Auditing""]",[]
211,Merchandiser,Linea Aqua,"We are looking for a Merchandiser to join Linea Aqua in Galle. Requirements: ERP, Supply Chain Management, Quality Control. Experience: 2-3 years.",Galle,Galle,Southern,"LKR 153,000 - 187,000",153000.0,187000.0,LKR,Apparel & Textile,2-3 years,2,3,junior,Full-time,onsite,2026-02-26,2026-05-14 10:58:36.120181,dreamjobs,0,"[""ERP"", ""Supply Chain Management"", ""Quality Control""]",[]
212,Housekeeping Supervisor,Heritance Hotels,"We are looking for a Housekeeping Supervisor to join Heritance Hotels in Kurunegala. Requirements: Revenue Management, Housekeeping, Customer Service. Experience: 2-5 years.",Kurunegala,Kurunegala,North Western,"LKR 56,000 - 68,000",56000.0,68000.0,LKR,Tourism & Hospitality,2-5 years,2,5,junior,Full-time,onsite,2026-02-11,2026-05-14 10:58:36.120217,gazette,0,"[""Revenue Management"", ""Housekeeping"", ""Customer Service""]",[]
213,Reservation Agent,Hilton Colombo,"We are looking for a Reservation Agent to join Hilton Colombo in Trincomalee. Requirements: Hotel Management, Customer Service, Food & Beverage, Event Management, Communication, Revenue Management. Experience: 2-3 years.",Trincomalee,Trincomalee,Eastern,"LKR 147,000 - 180,000",147000.0,180000.0,LKR,Tourism & Hospitality,2-3 years,2,3,junior,Full-time,hybrid,2025-12-19,2026-05-14 10:58:36.120254,gazette,0,"[""Hotel Management"", ""Customer Service"", ""Food & Beverage"", ""Event Management"", ""Communication"", ""Revenue Management""]",[]
214,Front Office Executive,Cinnamon Hotels,"We are looking for a Front Office Executive to join Cinnamon Hotels in Colombo. Requirements: Hotel Management, Food & Beverage, Event Management, Housekeeping, Communication, Revenue Management, English. Experience: 5-7 years.",Colombo,Colombo,Western,"LKR 120,000 - 147,000",120000.0,147000.0,LKR,Tourism & Hospitality,5-7 years,5,7,senior,Contract,onsite,2026-04-30,2026-05-14 10:58:36.120305,dreamjobs,0,"[""Hotel Management"", ""Food & Beverage"", ""Event Management"", ""Housekeeping"", ""Communication"", ""Revenue Management"", ""English""]",[]
215,IT Project Manager,CodeGen International,"We are looking for a IT Project Manager to join CodeGen International in Kurunegala. Requirements: AWS, MongoDB, SQL, Agile, Power BI, TypeScript, Scrum. Experience: Fresh/Entry Level.",Kurunegala,Kurunegala,North Western,"LKR 369,000 - 452,000",369000.0,452000.0,LKR,Information Technology,Fresh/Entry Level,0,2,entry,Internship,onsite,2026-01-06,2026-05-14 10:58:36.120349,gazette,1,"[""AWS"", ""MongoDB"", ""SQL"", ""Agile"", ""Power BI"", ""TypeScript"", ""Scrum""]",[]
216,Quality Assurance Manager,Hayleys,"We are looking for a Quality Assurance Manager to join Hayleys in Anuradhapura. Requirements: Production Planning, Lean Manufacturing, Quality Control, Mechanical Engineering, Six Sigma, Maintenance Management, ERP, AutoCAD. Experience: 1-2 years.",Anuradhapura,Anuradhapura,North Central,"LKR 146,000 - 179,000",146000.0,179000.0,LKR,Manufacturing,1-2 years,1,2,junior,Full-time,hybrid,2026-01-05,2026-05-14 10:58:36.120388,dreamjobs,0,"[""Production Planning"", ""Lean Manufacturing"", ""Quality Control"", ""Mechanical Engineering"", ""Six Sigma"", ""Maintenance Management"", ""ERP"", ""AutoCAD""]",[]
217,DevOps Engineer,hSenid Software,"We are looking for a DevOps Engineer to join hSenid Software in Colombo. Requirements: JavaScript, TypeScript, REST API, Kubernetes. Experience: 1-3 years.",Colombo,Colombo,Western,"LKR 376,000 - 460,000",376000.0,460000.0,LKR,Information Technology,1-3 years,1,3,junior,Full-time,onsite,2025-12-10,2026-05-14 10:58:36.120429,topjobs,0,"[""JavaScript"", ""TypeScript"", ""REST API"", ""Kubernetes""]",[]
218,Project Engineer,Access Engineering,"We are looking for a Project Engineer to join Access Engineering in Colombo. Requirements: Project Management, BSc, Civil Engineering. Experience: 1-3 years.",Colombo,Colombo,Western,"LKR 90,000 - 110,000",90000.0,110000.0,LKR,Construction & Engineering,1-3 years,1,3,junior,Internship,onsite,2025-12-20,2026-05-14 10:58:36.120466,topjobs,1,"[""Project Management"", ""BSc"", ""Civil Engineering""]",[]
219,PR Executive,Dialog,"We are looking for a PR Executive to join Dialog in Anuradhapura. Requirements: Social Media Marketing, SEO, Content Marketing. Experience: 2-3 years.",Anuradhapura,Anuradhapura,North Central,"LKR 229,000 - 280,000",229000.0,280000.0,LKR,Sales & Marketing,2-3 years,2,3,junior,Full-time,remote,2026-05-10,2026-05-14 10:58:36.120505,linkedin,0,"[""Social Media Marketing"", ""SEO"", ""Content Marketing""]",[]
220,Content Creator,Hemas Consumer,"We are looking for a Content Creator to join Hemas Consumer in Colombo. Requirements: Brand Management, SEO, Content Marketing, Excel, Digital Marketing, Communication. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 185,000 - 226,000",185000.0,226000.0,LKR,Sales & Marketing,Fresh/Entry Level,0,3,entry,Internship,hybrid,2026-02-20,2026-05-14 10:58:36.120543,topjobs,1,"[""Brand Management"", ""SEO"", ""Content Marketing"", ""Excel"", ""Digital Marketing"", ""Communication""]",[]
221,Insurance Executive,Seylan Bank,"We are looking for a Insurance Executive to join Seylan Bank in Mannar. Requirements: Excel, Auditing, Risk Management, Anti-Money Laundering, Compliance, Financial Modeling, ACCA, Power BI. Experience: 2-5 years.",Mannar,Mannar,Northern,"LKR 299,000 - 365,000",299000.0,365000.0,LKR,Banking & Financial Services,2-5 years,2,5,junior,Full-time,onsite,2026-05-05,2026-05-14 10:58:36.120581,dreamjobs,0,"[""Excel"", ""Auditing"", ""Risk Management"", ""Anti-Money Laundering"", ""Compliance"", ""Financial Modeling"", ""ACCA"", ""Power BI""]",[]
222,IT Support Engineer,CodeGen International,"We are looking for a IT Support Engineer to join CodeGen International in Badulla. Requirements: CI/CD, Kubernetes, Node.js, React, PostgreSQL, Scrum, Agile, JavaScript. Experience: 1-3 years.",Badulla,Badulla,Uva,"LKR 223,000 - 273,000",223000.0,273000.0,LKR,Information Technology,1-3 years,1,3,junior,Full-time,onsite,2025-12-04,2026-05-14 10:58:36.120622,linkedin,0,"[""CI/CD"", ""Kubernetes"", ""Node.js"", ""React"", ""PostgreSQL"", ""Scrum"", ""Agile"", ""JavaScript""]",[]
223,Marketing Manager,Hemas Consumer,"We are looking for a Marketing Manager to join Hemas Consumer in Matara. Requirements: Negotiation, Presentation Skills, CRM, Communication, Salesforce, Google Ads, Content Marketing. Experience: 2-5 years.",Matara,Matara,Southern,,,,LKR,Sales & Marketing,2-5 years,2,5,junior,Full-time,hybrid,2025-11-19,2026-05-14 10:58:36.120656,dreamjobs,0,"[""Negotiation"", ""Presentation Skills"", ""CRM"", ""Communication"", ""Salesforce"", ""Google Ads"", ""Content Marketing""]",[]
224,Bank Officer,Seylan Bank,"We are looking for a Bank Officer to join Seylan Bank in Ratnapura. Requirements: Excel, ACCA, Risk Management, SQL, SAP, Credit Analysis, Anti-Money Laundering, Auditing. Experience: 3-5 years.",Ratnapura,Ratnapura,Sabaragamuwa,"LKR 277,000 - 339,000",277000.0,339000.0,LKR,Banking & Financial Services,3-5 years,3,5,mid,Part-time,onsite,2026-02-07,2026-05-14 10:58:36.120695,topjobs,0,"[""Excel"", ""ACCA"", ""Risk Management"", ""SQL"", ""SAP"", ""Credit Analysis"", ""Anti-Money Laundering"", ""Auditing""]",[]
225,Import/Export Executive,McLarens Shipping,"We are looking for a Import/Export Executive to join McLarens Shipping in Anuradhapura. Requirements: Procurement, Logistics, Excel, Supply Chain Management. Experience: 3-4 years.",Anuradhapura,Anuradhapura,North Central,,,,LKR,Logistics & Transportation,3-4 years,3,4,mid,Full-time,remote,2026-02-27,2026-05-14 10:58:36.120728,gazette,0,"[""Procurement"", ""Logistics"", ""Excel"", ""Supply Chain Management""]",[]
226,React Developer,GTN Technologies,"We are looking for a React Developer to join GTN Technologies in Colombo. Requirements: JavaScript, Scrum, MongoDB, Machine Learning, Linux, Agile, Docker, REST API. Experience: 7-8 years.",Colombo,Colombo,Western,"LKR 350,000 - 428,000",350000.0,428000.0,LKR,Information Technology,7-8 years,7,8,senior,Internship,onsite,2026-03-10,2026-05-14 10:58:36.120765,dreamjobs,1,"[""JavaScript"", ""Scrum"", ""MongoDB"", ""Machine Learning"", ""Linux"", ""Agile"", ""Docker"", ""REST API""]",[]
227,Quantity Surveyor,Access Engineering,"We are looking for a Quantity Surveyor to join Access Engineering in Colombo. Requirements: Project Management, Quantity Surveyor, BSc, SolidWorks. Experience: 2-4 years.",Colombo,Colombo,Western,"LKR 125,000 - 153,000",125000.0,153000.0,LKR,Construction & Engineering,2-4 years,2,4,junior,Full-time,onsite,2026-04-17,2026-05-14 10:58:36.120815,dreamjobs,0,"[""Project Management"", ""Quantity Surveyor"", ""BSc"", ""SolidWorks""]",[]
228,Machine Learning Engineer,hSenid Software,"We are looking for a Machine Learning Engineer to join hSenid Software in Colombo. Requirements: TypeScript, REST API, AWS, Docker, Agile, Angular, SQL. Experience: 3-6 years.",Colombo,Colombo,Western,"LKR 220,000 - 269,000",220000.0,269000.0,LKR,Information Technology,3-6 years,3,6,mid,Full-time,onsite,2026-05-13,2026-05-14 10:58:36.120858,gazette,0,"[""TypeScript"", ""REST API"", ""AWS"", ""Docker"", ""Agile"", ""Angular"", ""SQL""]",[]
229,Warehouse Manager,Hayleys,"We are looking for a Warehouse Manager to join Hayleys in Badulla. Requirements: ERP, ISO 9001, AutoCAD, Six Sigma. Experience: Fresh/Entry Level.",Badulla,Badulla,Uva,"LKR 173,000 - 211,000",173000.0,211000.0,LKR,Manufacturing,Fresh/Entry Level,0,2,entry,Internship,onsite,2026-03-03,2026-05-14 10:58:36.120914,topjobs,1,"[""ERP"", ""ISO 9001"", ""AutoCAD"", ""Six Sigma""]",[]
230,Pattern Maker,Brandix,"We are looking for a Pattern Maker to join Brandix in Colombo. Requirements: Procurement, ISO 9001, Production Planning, Excel, Lean Manufacturing, Quality Control, Six Sigma, ERP. Experience: 5-8 years.",Colombo,Colombo,Western,,,,LKR,Apparel & Textile,5-8 years,5,8,senior,Full-time,onsite,2026-03-10,2026-05-14 10:58:36.120949,dreamjobs,0,"[""Procurement"", ""ISO 9001"", ""Production Planning"", ""Excel"", ""Lean Manufacturing"", ""Quality Control"", ""Six Sigma"", ""ERP""]",[]
231,IE Engineer,Brandix,"We are looking for a IE Engineer to join Brandix in Colombo. Requirements: ERP, Supply Chain Management, ISO 9001, Procurement, Production Planning, Lean Manufacturing, Excel, Quality Control. Experience: 5-7 years.",Colombo,Colombo,Western,,,,LKR,Apparel & Textile,5-7 years,5,7,senior,Contract,hybrid,2026-01-18,2026-05-14 10:58:36.120983,linkedin,0,"[""ERP"", ""Supply Chain Management"", ""ISO 9001"", ""Procurement"", ""Production Planning"", ""Lean Manufacturing"", ""Excel"", ""Quality Control""]",[]
232,UI/UX Designer,hSenid Software,"We are looking for a UI/UX Designer to join hSenid Software in Colombo. Requirements: PostgreSQL, AWS, JavaScript, Angular, Power BI. Experience: 1-2 years.",Colombo,Colombo,Western,"LKR 335,000 - 409,000",335000.0,409000.0,LKR,Information Technology,1-2 years,1,2,junior,Full-time,onsite,2025-11-25,2026-05-14 10:58:36.121021,topjobs,0,"[""PostgreSQL"", ""AWS"", ""JavaScript"", ""Angular"", ""Power BI""]",[]
233,Solutions Architect,Lanka Bell,"We are looking for a Solutions Architect to join Lanka Bell in Colombo. Requirements: Networking, SQL, Linux, Python, AWS, Project Management, Communication. Experience: 5-7 years.",Colombo,Colombo,Western,"LKR 93,000 - 114,000",93000.0,114000.0,LKR,Telecommunications,5-7 years,5,7,senior,Full-time,hybrid,2026-04-10,2026-05-14 10:58:36.121062,topjobs,0,"[""Networking"", ""SQL"", ""Linux"", ""Python"", ""AWS"", ""Project Management"", ""Communication""]",[]
234,Planning Officer,Inland Revenue,"We are looking for a Planning Officer to join Inland Revenue in Colombo. Requirements: Communication, Budgeting, A/L Qualified. Experience: 2-5 years.",Colombo,Colombo,Western,"LKR 157,000 - 191,000",157000.0,191000.0,LKR,Government & Public Sector,2-5 years,2,5,junior,Contract,hybrid,2026-01-09,2026-05-14 10:58:36.121100,topjobs,0,"[""Communication"", ""Budgeting"", ""A/L Qualified""]",[]
235,Lab Technician,Asiri Hospital,"We are looking for a Lab Technician to join Asiri Hospital in Kurunegala. Requirements: GMP, Clinical Research, Communication. Experience: 7-9 years.",Kurunegala,Kurunegala,North Western,"LKR 233,000 - 285,000",233000.0,285000.0,LKR,Healthcare,7-9 years,7,9,senior,Full-time,onsite,2026-02-05,2026-05-14 10:58:36.121141,dreamjobs,0,"[""GMP"", ""Clinical Research"", ""Communication""]",[]
236,React Developer,Arimac,"We are looking for a React Developer to join Arimac in Colombo. Requirements: Kubernetes, Azure, Java, MongoDB. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 151,000 - 185,000",151000.0,185000.0,LKR,Information Technology,7-10 years,7,10,senior,Full-time,remote,2025-12-06,2026-05-14 10:58:36.121181,gazette,0,"[""Kubernetes"", ""Azure"", ""Java"", ""MongoDB""]",[]
